country,patent,title,claim,sections
US,"7,916,786",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,916,787",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,916,959",CAVLC,4,"3.41, 3.43, 7.3.5.3.1, 7.4.2.2, 7.4.5, 7.4.5.3.1, 8, 8.5, 8.5.1, 8.5.3, 8.5.7, 8.5.12, 8.5.12.2, 9.2, 9.2.1, Annex B, Fig. 8-9, Table 9-5"
US,"7,920,625",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,924,924",Luma motion vector prediction,4,"3.15, 3.49, 3.65, 3.66, 3.77, 3.100, 3.104, 6.4.10, 8.4.1, 8.4.1.3, 8.4.1.3.1, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 6-14, 9-2, 9-3, and Tables 9-34, 9-39 "
US,"7,933,327",Scaling matrix ,1,"3.24, 3.43, 3.76, 6.2, 7.3.2.1.1, 7.3.2.1.1.1, 7.3.2.2, 7.3.3, 7.3.4, 7.4.2.1.1, 7.4.2.1.1.1, 7.4.2.2, 7.4.3, 8, 8.5.8, 8.5.11.1, 8.5.12.1, and Tables 7-2 to 7-4 "
US,"7,933,330",Weighted sample prediction,2,"3.14, 3.27, 3.43, 3.77, 3.78, 7.2, 7.3.3, 7.3.3.2, 7.3.5.1, 7.4.2.1.1, 7.4.3, 7.4.3.2, 7.4.5.1, 7.4.4, 8.4, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6"
US,"7,936,822",Spatial Direct Prediction,1,"3.43, 3.44, 3.125, 3.126, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1, 8.4.2, G.7.3.3.4, G.7.4.3.4, G.8.4, G.8.4.1.1, G.8.4.1.2, G.8.4.2, and Fig. 6-14"
US,"7,936,823",Spatial Direct Prediction,1,"3.43, 3.44, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.3, 8.4.1.3.1, and 8.4.2"
US,"7,940,845",Deriving luma motion vectors,1,"3.8, 3.40, 3.43, 3.77, 3.80, 3.82, 3.87, 3.104, 3.123, 3.124, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Tables 8-6, 8-8, and Fig. 8-2"
US,"7,944,972",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.87, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Fig. 8-2, Table 7-14"
US,"7,944,973",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Fig. 8-2, Table 7-14 "
US,"7,944,977",Deblocking filtering,1,"3.14, 3.27, 3.39, 3.40, 3.61, 3.100, 3.138, 3.140, 7.4.5, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.3, 8.7.2.4, Fig. 8-10, Tables 7-10, 8-17 "
US,"7,949,048",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.87, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Fig. 8-2, Table 7-14 "
US,"7,956,774",CAVLC,1,"3.15, 3.77, 3.155, 7.3.5.3.2, 7.4.5.3.2, 9.2, 9.2.2, 9.2.3, 9.2.4, and Table 9-10 "
US,"7,961,793",Deblocking filtering,1,"3.14, 3.27, 3.39, 3.40, 3.61, 3.100, 3.110, 3.138, 3.140, 7.4.5, 8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.3, 8.7.2.4, Fig. 8-10, Tables 7-10, 8-17 "
US,"7,970,058",Spatial Direct Prediction,1,"3.43, 3.44, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, 8.4.2, G.7.3.3.4, G.7.4.3.4, G.8.4, G.8.4.1.1, G.8.4.1.2, G.8.4.2 "
US,"7,970,061",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figs. 8-10 and 8-11"
US,"7,970,217",Sequence parameter set ,1,"3.14, 3.43, 3.105, 3.133, 7.3.2.1.1, 7.4.2.1.1, 7.4.5, Annex A.2.4, A.2.8, A.2.11, and Table 7-10 "
US,"7,994,951",CABAC,1,"3.138, 3.140, 6.3, 7.2, 7.3.3, 7.4.1, 7.4.3, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.1.2, 9.3.3.1, 9.3.3.2, 9.3.3.2.1.1, Figs. 6-7, 9-1, 9-3, and Tables 7-1, 9-11 "
US,"7,995,651","Slice header, macroblock layer ",1,"3.14, 3.27, 3.43, 3.77, 3.78, 3.121, 3.122, 3.123, 3.123, 3.124, 7.3.2.1.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5, 7.3.5.1, 7.4.2.1.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8.2.4, 8.2.4.2.1, 8.2.4.3.1, 8.2.4.3.2, 8.4.1, 8.4.2.1, and Table 7-7"
US,"7,995,658",Decoded picture buffer,1,"3.39, 3.40, 3.43, 3.106, 3.123, 7.3.1, 7.4.1, 8.2.5, and Annex C.4.5.1, C.4.5.2 and C.4.5.3"
US,"8,005,146",CABAC,1,"3.15, 3.155, 3.156, 3.161, 7.3.5.3.3, 7.4.5.3, 7.4.5.3.1, 7.4.5.3.3, 8.5.6, 9, 9.3, 9.3.1.1, 9.3.3.1, 9.3.3.1.3, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 8-8, 9-1, 9-3, Table 9-42"
US,"8,009,731",Inter prediction,1,"3.82, 6.4.10.7, 7.3.2.1.1, 7.3.5.2, 7.4.2.1.1, 7.4.5.2, 8, 8.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.2, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, 8.4.2, 8.5.1, Tables 7-13, 7-14, 7-17, 7-18, 8-6, 8-8"
US,"8,009,733",Macroblock prediction ,1,"3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.100, 3.104, 3.123, 3.124, 3.125, 3.129, 3.138, 3.142, 3.147, 7.3.2.2, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.5.1, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.5.1"
US,"8,023,753",Weighted sample prediction,1,"3.8, 3.15, 3.43, 3.65, 3.66, 3.75, 3.77, 3.87, 3.104, 3.106, 3.123, 3.129, 3.138, 3.147, 7.3.2.2, 7.3.3, 7.3.3.1, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.4.2.2, 7.4.3, 7.4.3.1, 7.4.3.2, 7.4.5, 7.4.5.1, 8.2.4.3, 8.2.4.3.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, and Tables 7-7, 7-13"
US,"8,036,272",Spatial Direct Prediction,1,"3.43, 3.44, 3.125, 3.126, 6.4.10, 8, 8.2.4.2.3, 8.4, 8.4.1.2, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, 8.4.2, Annex G.7.3.3.4, G.7.4.3.4, G.8.4, G.8.4.1.1, G.8.4.1.2, G.8.4.2, and Fig. 6-14 "
US,"8,036,275",Slice group map,19,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"8,036,276",Slice group map,17,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"8,036,472",CAVLC,8,"3.43, 7.3.5.3.1, 7.4.2.2, 7.4.5, 7.4.5.3.1, 8, 8.5, 8.5.1, 8.5.3, 8.5.7, 8.5.12, 8.5.12.2, 9.2, 9.2.1, Fig. 8-9, Table 9-5"
US,"8,040,957",Deblocking filtering,5,"1. 8, 8.4, 8.5, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2 and Fig. 8-11"
US,"8,050,323",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.66, 3.77, 3.100, 3.109, 3.121, 3.123, 3.124, 3.125, 3.126, 5.7, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3 "
US,"8,064,519",IDR picture,1,"3.39, 3.41, 3.43, 3.61, 3.64, 3.65, 3.66, 3.68, 3.69, 3.123, 7.3.1, 7.4.1, 7.4.2.4, 7.4.3, 8.2.5.1, and Tables 7-1, 7-5, 7-6 "
US,"8,068,542",Chrominance motion vectors,1,"3.24, 3.66, 3.76, 3.77, 3.82, 6.2, 7.4.2.1.1, 8, 8.4, 8.4.1, 8.4.1.4, and Tables 6-1, 8-10"
US,"8,081,678",Scaling and transformation,1,"3.14, 3.15, 3.27, 3.43, 3.77, 7.3.2.2, 7.3.5, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.5, 7.4.5.2, 8, 8.5.1, 8.5.3, 8.5.8, 8.5.11, 8.5.11.1, 8.5.11.2, 8.5.12, 8.5.12.1, 8.5.12.2, 9, Tables 7-13, 7-14, 7-17, 7-18 "
US,"8,085,856",Deblocking filtering,1,"3.8, 3.15, 3.56, 3.65, 3.104, 3.123, 3.124, 3.125, 3.126, 3.156, 7.3.5, 7.4.5, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Figure 8-10, and Table 7-10 "
US,"8,107,533",Inter prediction,1,"3.8, 3.43, 3.49, 3.61, 3.96, 3.100, 3.123, 3.125, 3.126, 7.3.1, 7.3.3, 7.3.3.1, 7.3.3.3, 7.3.5.1, 7.3.5.3, 7.4.1, 7.4.3.1, 7.4.3.3, 7.4.5.1, 7.4.5.3, 8.4, 8.4.1, 8.4.2, 8.5.1, 8.5.3 and Annex C.4.5.1, C.4.5.2 "
US,"8,111,747",Frame cropping,1," 3.14, 3.24, 3.49, 3.76, 6.2, 7.3.2.1.1, 7.4.2.1.1, 8, Figs. 6-1, 6-3, and Table 6-1"
US,"8,111,754",Direct mode,11,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 7.3.3, 7.3.3.2, 7.4.3, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3 "
US,"8,115,873",Alpha blending ,1,"1, 3.5, 3.7, 3.39, 3.40, 3.41, 3.43, 3.45, 3.67, 3.104, 3.111, 3.123, 3.124, 3.125, 6.1, 7.3.2.1.2, 7.3.3, 7.3.3.3, 7.4.2.1.2, 7.4.3.3, 8, Figs. 7-1, C-2, Table 7-9, Annex A.2.1, A.2.2, A.2.3, A.2.4, A.2.5, A.2.6, A.2.7, A.2.8, A.2.11, C, C.1, C.2"
US,"8,121,188",Coded block pattern ,7,"3.3, 3.4, 3.15, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 3.155, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.3.5, 7.4.5, 8.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.4, 9.3.3.2, 9.3.3.2.1, Tables 6-4, 9-11 "
US,"8,130,842",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"8,139,611",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.138, 3.160, 6.2, 7.4.1, 7.4.1.2.3, 7.4.1.2.4, Annex A, G, G.3.4, G.3.6, G.3.11, G.3.30, G.3.31, G.3.55, G.3.60, G.3.61, G.7.4.1.2.3, G.7.4.1.2.4, Fig. 7-1, and Table 7-1 "
US,"8,139,636",Scaling and transformation,1,"3.15, 8, 8.5.8, 8.5.11, 8.5.11.1, 8.5.11.2 and Table 8-15 "
US,"8,139,637",Decoded picture buffer,2,"3.40, 3.50, 3.120, 3.121, Annex C.4.1, C.4.5.1, C.4.5.2, C.4.5.3 "
US,"8,139,638",Weighted sample prediction,7,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 7.3.3, 7.4.3, 8, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, and Table 7-6 "
US,"8,139,639",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.4.2.2, 7.4.3, 8, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6"
US,"8,139,640",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.3.3.2, 7.4.3, 8, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Annex C, Fig. C-2, and Table 7-6"
US,"8,139,641",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 7.3.3, 7.3.3.2, 7.4.3, 8, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, and Table 7-6 "
US,"8,144,774",Weighted sample prediction,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.121, 3.123, 7.3.3, 7.4.3, 8, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, and Table 7-6 "
US,"8,149,912",Direct mode,1,"3.8, 3.13, 3.43, 3.55, 3.77, 3.100, 3.109, 3.123, 3.124, 7.3.3, 7.4.2.2, 7.4.3, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6"
US,"8,149,919",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,149,921",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,150,180",Weighted sample prediction,1,"3.8, 3.15, 3.43, 3.65, 3.66, 3.75, 3.77, 3.87, 3.104, 3.106, 3.123, 3.129, 3.138, 3.147, 7.3.2.2, 7.3.3, 7.3.3.1, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.4.2.2, 7.4.3, 7.4.3.1, 7.4.3.2, 7.4.5, 7.4.5.1, 8.2.4.3, 8.2.4.3.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, Tables 7-7, 7-14"
US,"8,150,206",SEI message,2,"3.14, 3.27, 3.32, Annex D, D.1.20, D.2.20, G.13, G.13.2, H.13, H.13.2, I.13, I.13.2, J.13, Tables D-5, D-6 "
US,"8,155,154",NAL unit,1,"3.1, 3.14, 3.30, 3.31, 3.89, 3.90, 3.138, 3.160, 6.2, 7.4.1, 7.4.1.2.3, 7.4.1.2.4, Annex A, B, G, G.3.4, G.3.6, G.3.11, G.3.30, G.3.31, G.3.55, G.3.60, G.3.61, G.7.4.1.2.3, G.7.4.1.2.4, Fig. 7-1, and Table 7-1 "
US,"8,155,200",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.43, 3.66, 3.87, 3.123, 6.4.10,  7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"8,155,201",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.43, 3.49, 3.66, 3.87, 3.123, 6.4.10,  7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"8,160,135",CABAC,2,"3.3, 3.4, 3.14, 3.37, 3.43, 3.49, 3.151, 4, 7.2, 7.3.5, 7.4.5, 9.3, 9.3.1, 9.3.1.1. 9.3.1.2, 9.3.2, 9.3.3.1, 9.3.3.2, 9.3.3.2.4, Figs. 9-1, 9-2, and Table 7-11 "
US,"8,160,138",Deblocking filtering,1,"8, 8.5, 8.5.1, 8.5.11, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.3, Table 8-17"
US,"8,160,142",Weighted sample prediction,23,"3.8, 3.13, 3.43, 3.55, 3.61, 3.66, 3.70, 3.77, 3.100, 3.109, 3.121, 3.123, 3.124, 3.125, 3.126, 6.2, 6.3, 7.3.3, 7.4.2.2, 7.4.3, 7.4.3.2, 8, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3 Fig. 6-7, Tables 6-1, 7-6 "
US,"8,160,147",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.41, 3.43, 3.66, 3.87, 3.123, 6.4.10,  7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"8,170,100",CABAC,2,"3.3, 3.4, 3.14, 3.37, 3.43, 3.49, 3.151, 4, 7.2, 7.3.5, 7.4.5, 9.3, 9.3.1, 9.3.1.1. 9.3.1.2, 9.3.2, 9.3.3.1, 9.3.3.2, 9.3.3.2.4, Figs. 9-1, 9-2, and Table 7-11 "
US,"8,170,103",IDR picture,1,"3.27, 3.39, 3.41, 3.43, 3.48, 3.61, 3.64, 3.65, 3.66, 3.68, 3.69, 3.123, 7.3.1, 7.4.1, 7.4.2.4, 7.4.3, 8.2.5.1, Annex C.4.4, Tables 7-1, 7-5, 7-6"
US,"8,170,114",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,179,966",IDR picture,1,"3.27, 3.39, 3.41, 3.43, 3.48, 3.61, 3.64, 3.65, 3.66, 3.68, 3.69, 3.123, 7.3.1, 7.4.1, 7.4.2.4, 7.4.3, 8.2.5.1, Annex C.4.4, Tables 7-1, 7-5, 7-6"
US,"8,179,968",Motion vector prediction,1,"3.8, 3.15, 3.29, 3.43, 3.48, 3.49, 3.66, 3.87, 3.123, 6.4.10,  7.3.5, 7.3.5.2, 7.4.5.1, 7.4.5.2, 8.2.1.3, 8.4.1, 8.4.1.3, 8.4.1.3.1, 8.4.1.3.2, Fig. 6-14"
US,"8,179,975",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
US,"8,184,153",SVC decoding,6,"3.44, 7.3.2.2, 7.4.2.2, 8.2.2.3, Annex D.1.19, D.2.19, G.1, G.3, G.7.3.2.2, G.7.4.2.2, G.13.1.1, G.13.1.2, G.13.2.1, G.13.2.2 "
US,"8,184,697",Inter prediction,1,"3.8, 3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.104, 3.123, 3.124, 3.125, 3.126, 3.138, 3.142, 7.3.2.2, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.5.1, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.5.1 "
US,"8,184,708",Luma motion vector prediction,2,"3.15, 3.49, 3.65, 3.66, 3.77, 3.100, 3.104, 6.4.10, 8.4.1, 8.4.1.3, 8.4.1.3.1, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 6-14, 9-2, 9-3, and Tables 9-34, 9-39 "
US,"8,184,717",Slice group map,36,"3.48, 3.49, 7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"8,184,718",Slice group map,1,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"8,184,719",Slice group map,1,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"8,188,895",CABAC,2,"3.3, 3.4, 3.138, 7.3.3, 9.3, 9.3.1, 9.3.1.1, and Table 9-11"
US,"8,189,658",CABAC,2,"3.3, 3.4, 3.14, 3.37, 3.43, 3.49, 3.151, 4, 7.2, 7.3.5, 7.4.5, 9.3, 9.3.1, 9.3.1.1, 9.3.1.2, 9.3.2, 9.3.3.1, 9.3.3.2, 9.3.3.2.4, Figs. 9-1, 9-2, Table 7-11"
US,"8,189,680",Decoded picture buffer,1,"3.14, 3.27, 3.39, 3.40, 3.43, 3.106, 3.123, 7.3.1, 7.4.1, Annex C.2, C.4.5.1, C.4.5.2, C.4.5.3 "
US,"8,194,734",Scaling matrix ,1,"3.24, 3.43, 3.76, 6.2, 7.3.2.1.1, 7.3.2.1.1.1, 7.3.2.2, 7.3.3, 7.3.4, 7.4.2.1.1, 7.4.2.1.1.1, 7.4.2.2, 7.4.3, 8, 8.5.8, 8.5.11.1, 8.5.12.1, Tables 7-2, 7-3, 7-4 "
US,"8,194,738",Weighted sample prediction,2,"3.14, 3.27, 3.43, 3.77, 3.78, 7.2, 7.3.3, 7.3.3.2, 7.3.5.1, 7.4.2.1.1, 7.4.3, 7.4.3.2, 7.4.4, 7.4.5.1, 8.4, 8.4.2.3, 8.4.2.3.2, 8.4.3, Table 7-6"
US,"8,194,747",Inter prediction,1,"3.8, 3.40, 3.41, 3.43, 3.77, 3.80, 3.82, 3.87, 3.99, 3.104, 3.123, 3.124, 3.125, 3.126, 5.4, 8, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Fig. 8-2, Tables 8-6, 8-8"
US,"8,194,997",SEI message,1,"3.41, 3.44, 8, D, D.1.24, D.2.24"
US,"8,203,470",CABAC,1,"3.138, 3.140, 6.3, 7.3.1, 7.3.3, 7.4.1, 8.1, 8.2, 9.3, 9.3.1, 9.3.1.1, 9.3.2, 9.3.3.2, Figs. 6-7, 9-1, 9-2, and Tables 7-1, 9-11, 9-12, and 9-17 "
US,"8,204,112",Inter prediction,1,"3.8, 3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.104, 3.123, 3.124, 3.125, 3.126, 3.138, 3.142, 7.3.2.2, 7.3.3, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.5.1, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.5.1 "
US,"8,204,115",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.7, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-2, 6-4, 9-11, 9-39 "
US,"8,204,116",CABAC,3,"3.3, 3.4, 3.15, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 3.155, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.3.5, 7.4.5, 8.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.4, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-4, 9-11, 9-39"
US,"8,204,117",CABAC,3,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.10.7, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.6, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, and Tables 6-2, 6-4, 9-11, 9-39 "
US,"8,204,119",Weighted sample prediction,3,"3.8, 3.43, 3.66, 3.123, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4"
US,"8,208,546",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, 8.4.2.1"
